year,keyword,score_logodds,count_top,count_rest,p_top,p_rest,delta
2000,psychopath,1.2045211000538272,1,4,0.0036496350364963502,0.00145985401459854,0.00218978102189781
2000,gore,1.2045211000538272,1,4,0.0036496350364963502,0.00145985401459854,0.00218978102189781
2000,based_on_tv_series,1.2045211000538272,1,4,0.0036496350364963502,0.00145985401459854,0.00218978102189781
2000,single_father,1.2045211000538272,1,4,0.0036496350364963502,0.00145985401459854,0.00218978102189781
2000,detective,1.2045211000538272,1,4,0.0036496350364963502,0.00145985401459854,0.00218978102189781
2000,dying_and_death,1.0034849075115844,1,5,0.0036496350364963502,0.0018248175182481751,0.0018248175182481751
2000,investigation,1.0034849075115844,1,5,0.0036496350364963502,0.0018248175182481751,0.0018248175182481751
2000,remake,1.0034849075115844,1,5,0.0036496350364963502,0.0018248175182481751,0.0018248175182481751
2000,christmas,1.0034849075115844,1,5,0.0036496350364963502,0.0018248175182481751,0.0018248175182481751
2000,parent_child_relationship,0.9699665070001338,2,9,0.0072992700729927005,0.0032846715328467154,0.004014598540145985
2000,holiday,0.8360651921313647,1,6,0.0036496350364963502,0.0021897810218978104,0.0014598540145985398
2000,surrealism,0.8360651921313647,1,6,0.0036496350364963502,0.0021897810218978104,0.0014598540145985398
2000,new_love,0.8360651921313647,1,6,0.0036496350364963502,0.0021897810218978104,0.0014598540145985398
2000,revenge,0.7781788036234643,2,11,0.0072992700729927005,0.0040145985401459855,0.003284671532846715
2000,drugs,0.6925985840389179,1,7,0.0036496350364963502,0.0025547445255474453,0.001094890510948905
2000,death,0.4554778754754061,1,9,0.0036496350364963502,0.0032846715328467154,0.00036496350364963485
2000,based_on_novel_or_book,0.4431210564969792,3,22,0.010948905109489052,0.008029197080291971,0.0029197080291970805
2000,california,0.1799421285641598,1,12,0.0036496350364963502,0.004379562043795621,-0.0007299270072992706
2000,sibling_relationship,0.1799421285641598,1,12,0.0036496350364963502,0.004379562043795621,-0.0007299270072992706
2000,high_school,0.10261451850897085,1,13,0.0036496350364963502,0.004744525547445255,-0.001094890510948905
2001,magic,2.7926568051112213,4,2,0.012422360248447204,0.0006920415224913495,0.011730318725955854
2001,love_of_one's_life,1.8617918418481114,2,3,0.006211180124223602,0.0010380622837370243,0.0051731178404865776
2001,airplane,1.8617918418481114,2,3,0.006211180124223602,0.0010380622837370243,0.0051731178404865776
2001,nightmare,1.6101310332381447,2,4,0.006211180124223602,0.001384083044982699,0.004827097079240903
2001,duringcreditsstinger,1.5813103714731316,3,6,0.009316770186335404,0.0020761245674740486,0.007240645618861355
2001,london,1.4091138374260268,2,5,0.006211180124223602,0.0017301038062283738,0.004481076317995228
2001,sequel,1.2417131323087833,2,6,0.006211180124223602,0.0020761245674740486,0.004135055556749553
2001,los_angeles,1.0982655480266335,2,7,0.006211180124223602,0.002422145328719723,0.003789034795503879
2001,battle,1.096190142155204,1,4,0.003105590062111801,0.001384083044982699,0.0017215070171291021
2001,amnesia,1.096190142155204,1,4,0.003105590062111801,0.001384083044982699,0.0017215070171291021
2001,action_hero,1.096190142155204,1,4,0.003105590062111801,0.001384083044982699,0.0017215070171291021
2001,italy,1.096190142155204,1,4,0.003105590062111801,0.001384083044982699,0.0017215070171291021
2001,family,1.096190142155204,1,4,0.003105590062111801,0.001384083044982699,0.0017215070171291021
2001,summer,1.096190142155204,1,4,0.003105590062111801,0.001384083044982699,0.0017215070171291021
